"ciudad","actividad_industrial","usa_agua_proceso","tratamiento_aguas","costo_mantenimiento_tratamiento","fuente_agua","volumen_consumido_m3","costo_consumo_mensual","numero_empleados"
"Loja","farmacéutica","sí","no",NA,"red municipal",987.4,1107.84,100
"Manta","farmacéutica","sí","no",NA,"red municipal",990.9,907.36,85
"Quito","farmacéutica","sí","no",NA,"red municipal",812.9,797.94,79
"Ambato","química","sí","sí",1483.34,"pozo",987.5,1133.48,90
"Cuenca","farmacéutica","no","sí",576.92,"río",626.6,639.32,83
"Ambato","metalmecánica","sí","sí",1239.67,"red municipal",789.9,761.56,82
"Cuenca","metalmecánica","sí","no",NA,"red municipal y río",847.4,755.41,84
"Cuenca","farmacéutica","sí","sí",1344.21,"red municipal y pozo",738.2,736.14,85
"Loja","textil","sí","sí",1144.66,"río",837.3,712.3,76
"Manta","textil","sí","no",NA,"red municipal",975.7,815.05,87
"Manta","metalmecánica","sí","sí",1869.72,"red municipal",479.8,387.58,91
"Quito","metalmecánica","sí","sí",1745.66,"red municipal",936.2,995.06,79
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo y río",914.8,704.13,93
"Manta","metalmecánica","sí","no",NA,"red municipal",772.2,584.35,72
"Ambato","farmacéutica","sí","sí",3045.81152468002,"red municipal y río",2031.08113954202,1714.83349637877,277
"Loja","plásticos","sí","sí",1039.76,"pozo",840.5,958.25,76
"Guayaquil","plásticos","no","sí",1974.2,"red municipal",670.1,468.95,84
"Cuenca","procesamiento de alimentos","sí","sí",866.08,"red municipal",915.5,903.43,89
"Quito","textil","sí","sí",2419.71,"red municipal",1003.1,908.64,88
"Loja","metalmecánica","no","no",NA,"red municipal y río",466.2,532.59,78
"Loja","metalmecánica","no","no",NA,"red municipal y pozo y río",743.4,695.06,83
"Ambato","química","sí","sí",1316.25,"red municipal",1055.9,982.93,99
"Guayaquil","farmacéutica","sí","no",NA,"red municipal y río",749.7,514.7,92
"Ambato","metalmecánica","sí","no",NA,"red municipal",949.7,867.72,71
"Loja","procesamiento de alimentos","sí","no",NA,"pozo y río",669.8,686.54,69
"Manta","procesamiento de alimentos","sí","sí",2343.53,"pozo",922.5,765.75,80
"Guayaquil","metalmecánica","no","sí",1623.83,"red municipal",816.3,573.34,89
"Loja","plásticos","sí","sí",1646.53,"pozo",901.3,892.55,76
"Cuenca","química","sí","sí",1389.82,"pozo",965.8,1050.64,93
"Ambato","plásticos","sí","no",NA,"pozo",763.2,785.85,72
"Loja","metalmecánica","sí","no",NA,"pozo",933.9,803.89,62
"Manta","metalmecánica","sí","sí",4879.48978182524,"río",1937.16780696218,1518.68635919312,255
"Cuenca","plásticos","sí","no",NA,"red municipal y río",760.2,728.16,96
"Guayaquil","textil","sí","sí",2797.24,"red municipal",810.3,583.84,89
"Quito","procesamiento de alimentos","no","no",NA,"pozo",446.7,498.6,82
"Loja","metalmecánica","sí","no",NA,"red municipal y río",888.4,929.96,80
"Manta","textil","sí","sí",2079.08,"red municipal y río",835.5,582.53,84
"Guayaquil","procesamiento de alimentos","sí","sí",2383.19,"red municipal",1011,861.75,93
"Cuenca","metalmecánica","sí","sí",1315.95,"red municipal",983.8,863.94,82
"Guayaquil","química","sí","sí",894.01,"pozo y río",961.1,901.24,78
"Ambato","plásticos","sí","sí",823.87,"red municipal y río",907.1,821.9,72
"Cuenca","textil","no","no",NA,"red municipal y río",556.3,512.72,81
"Quito","plásticos","sí","sí",1741.82,"red municipal y pozo",1001,1084.75,79
"Loja","metalmecánica","sí","no",NA,"río",995.4,1059.57,84
"Loja","plásticos","sí","sí",1801.18,"red municipal",922,970.81,80
"Quito","farmacéutica","sí","no",NA,"río",1020.2,895.93,93
"Loja","metalmecánica","sí","no",NA,"red municipal y río",1021.5,871.33,91
"Cuenca","textil","sí","sí",1549.26,"red municipal",1048.2,1099.02,91
"Guayaquil","textil","sí","sí",1790.21,"red municipal y río",1007.8,887.11,78
"Ambato","química","no","no",NA,"río",798.6,806.69,79
"Cuenca","química","sí","sí",1604.54,"pozo",736.7,802.18,94
"Quito","metalmecánica","sí","sí",1390.33,"red municipal y río",1042.2,1068.08,93
"Ambato","plásticos","sí","no",NA,"red municipal y pozo",1024.1,989.18,102
"Loja","plásticos","sí","no",NA,"red municipal",840,850.63,94
"Ambato","farmacéutica","sí","sí",2689.14551536276,"red municipal",2286.92643647105,1876.36167447237,269
"Cuenca","procesamiento de alimentos","sí","sí",1975.18,"red municipal",797.1,746.46,84
"Ambato","farmacéutica","sí","sí",2151.66,"red municipal y río",1175.3,1128.47,78
"Manta","plásticos","sí","no",NA,"río",877.6,618.37,76
"Guayaquil","plásticos","sí","no",NA,"río",964.7,907.49,80
"Guayaquil","procesamiento de alimentos","sí","no",NA,"pozo",1038.7,910.73,69
"Quito","farmacéutica","no","sí",976.71,"red municipal y río",816.5,742.25,87
"Quito","procesamiento de alimentos","sí","sí",1956.22,"pozo",794.4,860.2,68
"Loja","textil","sí","sí",1294.4,"red municipal y pozo",1077.9,979.44,98
"Guayaquil","textil","sí","sí",1702.13,"pozo",783.5,522.51,77
"Guayaquil","plásticos","sí","sí",699.56,"pozo",875.4,718.95,90
"Quito","textil","no","no",NA,"red municipal",721.2,783.51,82
"Cuenca","farmacéutica","sí","no",NA,"red municipal y pozo",939.9,905.24,90
"Guayaquil","procesamiento de alimentos","sí","sí",1296.91,"red municipal y pozo",1023.9,957.98,94
"Loja","química","sí","no",NA,"red municipal y pozo",747.3,817.57,70
"Quito","química","no","no",NA,"pozo y río",533.5,592.56,83
"Ambato","química","sí","sí",1601.87,"red municipal",860.3,747.88,86
"Guayaquil","metalmecánica","no","sí",567.79,"pozo",808.7,587.8,93
"Manta","procesamiento de alimentos","no","no",NA,"red municipal y pozo",678.2,620.83,89
"Cuenca","textil","sí","sí",763.25,"río",790.6,905,83
"Quito","farmacéutica","sí","no",NA,"red municipal",1002.8,1040.14,99
"Quito","plásticos","sí","no",NA,"red municipal",972.2,1028.86,87
"Ambato","farmacéutica","sí","sí",1545.06,"pozo",995.9,940.14,81
"Loja","farmacéutica","sí","sí",1885.89,"red municipal y río",770.9,661.05,89
"Loja","textil","sí","sí",1893.56,"pozo y río",802.5,734.77,87
"Quito","farmacéutica","sí","no",NA,"pozo y río",852.8,905.61,76
"Manta","química","sí","sí",1586.04,"pozo",797.5,536.97,65
"Loja","metalmecánica","sí","no",NA,"red municipal",905.3,818.32,79
"Quito","plásticos","sí","sí",1576.66,"pozo",861.5,979.37,88
"Guayaquil","textil","sí","no",NA,"red municipal y pozo",965.1,696.43,75
"Ambato","plásticos","sí","sí",1332.39,"red municipal",856.9,807.68,88
"Loja","plásticos","sí","no",NA,"red municipal y río",2528.35102688603,2295.75715166346,252
"Guayaquil","metalmecánica","sí","sí",2311.68,"río",958.6,840.24,82
"Loja","farmacéutica","no","no",NA,"red municipal",701.7,655.82,96
"Cuenca","textil","sí","sí",1140.4,"río",911.2,906.44,82
"Ambato","textil","sí","sí",1319.43,"red municipal y pozo",834.5,786.25,88
"Ambato","química","sí","sí",2221.91,"río",640.2,559.94,87
"Cuenca","plásticos","sí","no",NA,"red municipal y pozo",828.2,704.35,91
"Loja","plásticos","sí","sí",1572.63,"red municipal",852.2,918.25,73
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",983.3,761.18,95
"Cuenca","plásticos","sí","sí",744.33,"red municipal y río",781.2,800.03,103
"Loja","plásticos","no","sí",911.89,"red municipal",736.1,845.48,85
"Guayaquil","metalmecánica","sí","no",NA,"red municipal",962.9,632.36,86
"Quito","metalmecánica","sí","sí",1204.95,"red municipal",865.8,878.04,88
"Loja","textil","sí","sí",2852.47386317793,"red municipal y pozo",2553.7530066683,2327.90799905156,300
"Loja","textil","no","sí",681.54,"red municipal y río",605.6,584.65,87
"Manta","metalmecánica","sí","no",NA,"pozo y río",881.1,830.27,74
"Quito","metalmecánica","sí","sí",542.39,"red municipal y río",868.4,798.84,86
"Cuenca","procesamiento de alimentos","no","sí",1801.25,"río",677,768.07,74
"Guayaquil","farmacéutica","no","sí",1457.23,"pozo y río",791,581.48,99
"Manta","plásticos","sí","sí",1200.01,"pozo",655,467.11,75
"Ambato","farmacéutica","sí","no",NA,"red municipal",615.8,612.62,82
"Manta","química","sí","no",NA,"red municipal",890.5,838.66,86
"Loja","plásticos","sí","no",NA,"red municipal y río",1084.4,1105.83,83
"Cuenca","farmacéutica","sí","sí",1569.37,"pozo y río",866,753.58,85
"Guayaquil","metalmecánica","sí","sí",1186.73,"red municipal y río",931.6,655.11,83
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",734.9,578.12,79
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal",957.3,768.14,72
"Manta","textil","sí","sí",1276.47,"red municipal y pozo",861.3,784.31,94
"Quito","procesamiento de alimentos","sí","sí",557.72,"red municipal",842.5,956.02,81
"Quito","química","sí","sí",660.8,"red municipal y pozo",1093.5,930.3,87
"Ambato","plásticos","sí","sí",1401.98,"río",827.6,887.86,78
"Quito","procesamiento de alimentos","no","sí",1821.04,"red municipal y pozo",637.6,564.29,100
"Manta","metalmecánica","sí","sí",2553.43,"red municipal",925.2,853.97,103
"Ambato","plásticos","sí","sí",991.46,"red municipal y pozo",746.7,836.14,86
"Guayaquil","procesamiento de alimentos","no","no",NA,"red municipal y pozo",817.4,715.66,93
"Ambato","procesamiento de alimentos","sí","no",NA,"pozo",875.4,889.75,80
"Manta","procesamiento de alimentos","sí","sí",1573.43,"red municipal",893.7,760.37,83
"Guayaquil","metalmecánica","sí","sí",1746.74,"red municipal y río",980.1,927.23,92
"Loja","química","sí","no",NA,"río",1778.40228224306,1902.74919301094,294
"Cuenca","farmacéutica","no","no",NA,"río",602.4,617.11,105
"Cuenca","metalmecánica","sí","sí",1812.15,"red municipal y río",518,504.82,74
"Manta","textil","sí","no",NA,"red municipal",793.5,602.97,102
"Loja","plásticos","sí","sí",1869.57,"red municipal y pozo",786,780.74,78
"Quito","farmacéutica","sí","no",NA,"red municipal y pozo",746.2,763.64,84
"Ambato","procesamiento de alimentos","sí","sí",1856.86,"pozo",1047.7,1003.17,83
"Guayaquil","textil","sí","sí",1948.49,"red municipal y pozo y río",892.5,583.8,97
"Quito","química","sí","sí",2259.55,"río",862.2,776.45,67
"Manta","metalmecánica","sí","sí",1229.43,"pozo y río",900.5,828.8,105
"Manta","textil","sí","sí",1304.14,"red municipal",923.3,856.98,87
"Ambato","metalmecánica","sí","no",NA,"red municipal y pozo",855.2,911.14,93
"Guayaquil","plásticos","sí","no",NA,"pozo y río",687.3,532.29,84
"Loja","química","sí","no",NA,"pozo",930.6,850.68,88
"Manta","química","sí","sí",2143.44,"red municipal",849.5,695.89,94
